,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
757863,100299,2018-12-15T13:03:34.398Z,nlp-recognizer,e565e38e-daa1-9a73-7b61-5739936699c1,movistar-home,f9e65813-2927-51f0-8138-24af2e2b3c41,200.0,,3.0.2,56.0,0.9989813,VER TELECINCO,"{""score"":0.9989813,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9989813}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""TELECINCO"",""label"":"""",""canon"":""telecinco"",""start_index"":4,""end_index"":13,""score"":1}]}",tv.display,TELECINCO,a73f1c69-63f1-1b14-aff3-21998f95c83e,24
363134,447856,2019-01-12T19:16:23.926Z,nlp-recognizer,b7e5e8b8-0692-b535-2df4-9da7f7fc939e,movistar-plus,6aef27e6-3ae9-586c-a466-fc779b76b1c7,200.0,,3.0.3,42.0,0.334524453,Juego de tronos,"{""score"":0.334524453,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.334524453}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""Juego de tronos"",""label"":"""",""canon"":""juego de tronos"",""start_index"":0,""end_index"":15,""score"":1}]}",tv.search,Juego de tronos,63bba012-5d25-ad98-a2f0-9706c02076df,102
30216,164364,2019-02-07T16:37:32.217Z,nlp-recognizer,02db5720-9de3-7095-0574-e58614a9d068,movistar-home,9eda5728-8963-5ab4-ba01-16fa48826f81,200.0,,3.0.3,34.0,1.0,AHORA ENCIENDE LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.on"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.on"",""score"":1}],""entities"":[]}",tv.on,,0069c858-f7bd-e271-11f8-7c4cfb60d13f,41
666729,1619831,2018-12-02T18:40:35.394Z,cognitive-multiluis-recognizer,311a174e-1b06-4679-6381-f9457355ab2d,movistar-plus,3143da11-32e7-517f-8758-075de7d9ebde,200.0,,2.5.1,79.0,0.367177039, [tef.audiovisual_genre] de 50 sombras de grey,"{""score"":0.367177039,""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.367177039},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.0492876023},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.0344885178},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.008695195},{""intent"":""None"",""score"":0.00189318438},{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.000762939861},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000454325462},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.000299730425},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.000228787016}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":8,""score"":0.000002402307932243356}],""compositeEntities"":[]}",tv.from_beginning,película,,369
350262,381803,2019-01-11T10:50:21.316Z,nlp-recognizer,383637a1-66a7-ade8-2e1c-5e6410808984,movistar-plus,4e1b158a-1f5c-547e-909a-d2647639d46b,200.0,,3.0.3,93.0,0.9921709000000001,ver Outlander temporada 2,"{""score"":0.9921709,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9921709}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""Outlander temporada 2"",""label"":"""",""canon"":""outlander temporada 2"",""start_index"":4,""end_index"":25,""score"":0.9999999926326131}]}",tv.display,Outlander temporada 2,39f3f7a7-9027-1643-f1ee-43eb8bf2dd0b,88
1311862,1476034,2019-03-31T15:28:09.893Z,nlp-recognizer,37b2941a-3d8c-80bb-7021-3f1b603c7d7f,movistar-plus,81b9e382-0b92-5139-b063-90243e993219,200.0,,3.0.3,94.0,0.945212,película Comedia,"{""score"":0.945212,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.945212}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":8,""score"":1},{""type"":""tef.audiovisual_subgenre"",""entity"":""Comedia"",""label"":""HU"",""canon"":""humor"",""start_index"":9,""end_index"":16,""score"":1}]}",tv.search,"película,Comedia",0003cf09-f10a-17a7-dec4-08c09024600a,393
1241855,1272268,2019-03-23T22:46:37.540Z,nlp-recognizer,aef40fe4-ee75-afe8-4054-511ed58a2321,movistar-home,6d1d65a6-50ad-5404-bc8d-060f10943172,200.0,,3.0.3,40.0,0.9711271999999999,ANTERIOR SALE,"{""score"":0.9711272,""intent"":""tef.int.es_ES.mh.carousel.previous"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.previous"",""score"":0.9711272}],""entities"":[]}",carousel.previous,,084b8877-bb82-21e6-cd0a-935bea7168d8,337
865401,1121214,2018-12-20T20:40:53.405Z,nlp-recognizer,665f2ab7-1bbc-0512-b187-571cc6de3102,movistar-home,9ba6792f-cf1c-59c2-ab96-6490c89de57c,200.0,,3.0.3,44.0,0.9999423000000001,PONME LA TRES,"{""score"":0.9999423,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9999423}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""LA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":6,""end_index"":13,""score"":0.9999744366440866}]}",tv.display,LA TRES,acb2c69e-8859-ca7f-53ec-60b73a525979,255
876232,1144887,2018-12-21T16:35:16.253Z,nlp-recognizer,3d62dbec-a195-702a-7989-7546eb843b8c,movistar-home,ac44d3f5-1f6c-5df5-bb58-4101f0d155aa,200.0,,3.0.3,14.0,1.0,LLAMADA BONITA,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""BONITA"",""label"":"""",""canon"":""bonita"",""start_index"":8,""end_index"":14,""score"":1}]}",communications.call_by_name,BONITA,7e24dac2-29be-6015-2700-8d58b6bfe9a8,261
500176,1189020,2019-01-04T20:06:18.992Z,nlp-recognizer,78668859-74eb-9749-3c5a-42592ae7216f,movistar-plus,8b0ff18f-1ae2-5f69-9cf7-c83ad97c48ff,424.0,"Error: Aura recognizer error, reason: recognizer-execution (undefined)",3.0.3,20.0,,Me puedes poner mis datos porfa,,,,b1078c5f-9694-215a-dfa3-9e27e8b37839,282
677305,1664242,2018-12-04T15:58:36.502Z,cognitive-multiluis-recognizer,8ad3ef95-6de8-fe05-d1b9-460290ec592d,movistar-plus,770eee6f-91ff-59d7-a603-99cd7153a8dc,200.0,,2.5.1,90.0,0.9959323,ver [tef.audiovisual_channel],"{""score"":0.9959323,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9959323},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.108393259},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00515799131},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.00373354927},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000658222649},{""intent"":""None"",""score"":0.000383520877},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.000106226631},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.00000282648716},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.00000150640631}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""Canal Historia"",""label"":"""",""canon"":""canal historia"",""start_index"":3,""end_index"":18,""score"":5.393305890251403e-12}],""compositeEntities"":[]}",tv.display,Canal Historia,,380
1179633,1103747,2019-03-16T19:08:54.583Z,nlp-recognizer,b02ccb43-0950-aca1-739c-8a33ce124445,movistar-home,b13e8f6d-53ea-5316-a701-6750f8e109a5,200.0,,3.0.3,57.0,0.9562573,LA TELEVISIÓN,"{""score"":0.9562573,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.9562573}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELEVISIÓN"",""label"":"""",""canon"":""television"",""start_index"":3,""end_index"":13,""score"":0.9999999999999998}]}",tv.search,TELEVISIÓN,fe63d670-ef8a-93b8-936d-9a66adbe0d9c,292
255637,1384550,2019-02-24T20:46:45.314Z,nlp-recognizer,8cae9580-32ad-61e4-d27b-e25c08a533d7,movistar-home,9cdddcc5-a488-5248-aa2a-11267eb47d0b,200.0,,3.0.3,56.0,0.6585265,UNA PELÍCULA PORNO INFO,"{""score"":0.6585265,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.6585265}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""PELÍCULA"",""label"":""CN"",""canon"":""peliculas"",""start_index"":4,""end_index"":12,""score"":1}]}",tv.search,PELÍCULA,b0052ca2-1142-6cea-f77e-9691a82ddb48,343
1125360,952112,2019-03-10T17:48:45.948Z,nlp-recognizer,220b6f87-e002-f299-b71c-4c3717f13edd,movistar-plus,3d1d56b6-7c8f-5ec5-9ceb-b64031b41ab1,200.0,,3.0.3,61.0,0.9955774,lánzalo a la tele,"{""score"":0.9955774,""intent"":""tef.int.es_ES.mp.tv.launch"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.9955774}],""entities"":[{""type"":""tef.device_tv"",""entity"":""tele"",""label"":"""",""canon"":""television"",""start_index"":13,""end_index"":17,""score"":1}]}",tv.launch,tele,54a5f88c-0a00-79fe-168a-56d6757b6309,251
988148,728655,2018-12-28T17:58:09.588Z,nlp-recognizer,c10ee3a0-6e00-5c70-db78-b1515bfe3a29,movistar-home,746cbbb2-a181-5e4e-af37-3df0479033e9,200.0,,3.0.3,43.0,0.9875273999999999,QUIERO VER HAN SOLO,"{""score"":0.9875274,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9875274}],""entities"":[{""type"":""tef.audiovisual_film_title"",""entity"":""HAN SOLO"",""label"":"""",""canon"":""han solo"",""start_index"":11,""end_index"":19,""score"":0.9999999999999999}]}",tv.display,HAN SOLO,cb5bd96c-b0b6-93e5-f662-c03c63ca1d19,160
321216,232324,2019-01-06T20:38:53.765Z,nlp-recognizer,be9f1d9e-ed04-3108-9729-1f2ebb13f771,movistar-home,188c161f-913f-5562-a38b-4ae8d657bebe,200.0,,3.0.3,56.0,0.9991897340000001,PON LA PROGRAMACIÓN ANTENA TRES,"{""score"":0.999189734,""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.content_get_info"",""score"":0.999189734}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""ANTENA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":20,""end_index"":31,""score"":1.0000000000000002}]}",tv.content_get_info,ANTENA TRES,ca33e1f1-878f-6ed4-7f2d-b851dae80584,51
109497,592990,2019-02-23T11:48:35.534Z,nlp-recognizer,05538e52-e986-4573-3732-d1e281067f49,movistar-home,65cb1ab6-6638-52fa-9409-9af805786c35,200.0,,3.0.3,46.0,0.9999447,PONME CANAL COCINA,"{""score"":0.9999447,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9999447}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""CANAL COCINA"",""label"":"""",""canon"":""canal cocina"",""start_index"":6,""end_index"":18,""score"":1}]}",tv.display,CANAL COCINA,74e5a0df-bf92-f059-3087-d4e6d1ee521a,144
324447,249548,2019-01-07T13:06:00.574Z,nlp-recognizer,129a7988-5677-c4c3-0465-6e39ffd51fdd,movistar-home,e2935e92-6ff8-59f6-809d-d496324de32d,200.0,,3.0.3,70.0,0.997188,PONME CON LA TELEVISIÓN,"{""score"":0.997188,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.997188}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELEVISIÓN"",""label"":"""",""canon"":""television"",""start_index"":13,""end_index"":23,""score"":1}]}",tv.display,TELEVISIÓN,152442bf-c7f6-d7ce-f400-7c20727fa5c7,56
668143,1856645,2018-12-02T20:30:47.808Z,cognitive-multiluis-recognizer,1431e5ad-ef72-81d9-5795-a9e5895b136c,movistar-plus,0f9bd096-3a50-5264-a547-327e53600a60,200.0,,2.5.1,50.0,0.9688243000000001, [tef.audiovisual_subgenre],"{""score"":0.9688243,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.9688243},{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.125841156},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.00159956189},{""intent"":""None"",""score"":0.00141464209},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00106918311},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000629461138},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.0000190764149},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.0000137473044},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":8.487867e-7}],""entities"":[{""type"":""tef.audiovisual_subgenre"",""entity"":""comedia"",""label"":""CO_COMEDIA"",""canon"":""comedia"",""start_index"":0,""end_index"":7,""score"":0.0000021259542365607706}],""compositeEntities"":[]}",tv.search,comedia,,431
696214,1717864,2018-12-07T19:41:54.618Z,cognitive-multiluis-recognizer,3fe6058d-dba6-9368-c282-007859bdab70,movistar-home,1ca3bab4-30b5-51a8-b626-1f2dd2e1832d,200.0,,2.5.1,36.0,0.9924506630258768,que tiempo hace,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9924506630258767}",None,,,395
871881,440690,2018-12-21T12:01:07.567Z,nlp-recognizer,2bdae0ad-4cd5-cf7a-a9d7-0e8964733aa0,movistar-home,1694010e-2904-5a59-a08e-af1f5b67bee1,200.0,,3.0.3,40.0,1.0,VER,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":1}],""entities"":[]}",tv.display,,e8101646-519f-ec26-7a95-6f8e3217ff8f,90
609376,1770439,2019-01-24T14:57:24.704Z,nlp-recognizer,12a45c21-cabd-b34f-f6e3-823f12fc1b8f,movistar-home,f09d98cf-6f50-53f8-adf5-8baa9428e535,200.0,,3.0.3,61.0,1.0,PON TV,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.on"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.on"",""score"":1}],""entities"":[]}",tv.on,,0e39d21f-7c42-e072-6d14-6a12ba4913bd,428
630073,1887913,2019-01-26T22:34:25.342Z,nlp-recognizer,12a45c21-cabd-b34f-f6e3-823f12fc1b8f,movistar-home,9c2ab47c-8ae6-5678-b6bc-bc3cb0439676,200.0,,3.0.3,73.0,0.9999938,VERÉ EL DELUXE DESDE EL PRINCIPIO,"{""score"":0.9999938,""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""score"":0.9999938}],""entities"":[]}",tv.from_beginning,,0e39d21f-7c42-e072-6d14-6a12ba4913bd,451
629490,1884743,2019-01-26T20:45:27.679Z,nlp-recognizer,63a1dd2b-9bba-f50f-8020-2c76452a6781,movistar-home,a3d62d07-e78e-5b20-aab7-c44cb982bc00,200.0,,3.0.3,69.0,0.5744833,TE QUIERO MUCHO,"{""score"":0.5744833,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0.5744833}],""entities"":[]}",None,,59e6797c-ffcb-145e-0e78-0e4b0221c3a0,450
531819,1352042,2019-01-09T16:33:07.709Z,nlp-recognizer,ca5eb2ba-3336-80d2-b8e3-7e42187ab963,movistar-home,d3813d2a-df18-5e13-a52b-31387454fea1,200.0,,3.0.3,63.0,0.45293352,DAR DOS,"{""score"":0.45293352,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.45293352}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""DOS"",""label"":"""",""canon"":""la 2"",""start_index"":4,""end_index"":7,""score"":0.9999999999999509}]}",tv.display,DOS,62646e87-7fa1-4b57-ae71-6518b8a118b0,322
56330,303812,2019-02-12T16:00:17.221Z,nlp-recognizer,26efd089-34d8-7fd3-e846-1e76ab43ad16,movistar-home,3a95f1c3-194c-54c8-a849-40bda83598ab,200.0,,3.0.3,15.0,1.0,APAGA LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.off"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.off"",""score"":1}],""entities"":[]}",tv.off,,80ff3c71-4c67-80c4-d54a-a57cf5b890c6,74
319757,224363,2019-01-06T18:47:52.830Z,nlp-recognizer,ff1e1c5a-bf45-20c1-b5bf-bf8524891a59,movistar-plus,da7af6ec-dcf3-59c9-b638-caeee7bf9fb6,200.0,,3.0.3,65.0,0.6698703,Real Madrid Real Sociedad,"{""score"":0.6698703,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.6698703}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""Real Madrid"",""label"":"""",""canon"":""real madrid"",""start_index"":0,""end_index"":11,""score"":0.9894090803276325},{""type"":""tef.audiovisual_sports_team"",""entity"":""Real Sociedad"",""label"":"""",""canon"":""real sociedad"",""start_index"":12,""end_index"":25,""score"":0.9789303273311732}]}",tv.search,"Real Madrid,Real Sociedad",9584e898-9042-19a6-2417-c20445564270,49
323288,243730,2019-01-07T08:06:09.092Z,nlp-recognizer,0d36a44f-9296-46e3-55e8-dfbd53900819,movistar-home,5e5746b8-17d9-5c25-add7-a1f00e9d91ba,200.0,,3.0.3,77.0,0.999996662,QUÉ HORA ES,"{""score"":0.999996662,""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""score"":0.999996662}],""entities"":[]}",tv.question_time_loc,,ee27fd1f-1b49-534e-d4a8-d4a063e03252,54
946366,1338515,2018-12-25T23:05:40.325Z,nlp-recognizer,e9ea0cfa-e6fd-46ae-feb6-498c544e3955,movistar-plus,9e8f9ebf-7836-5c64-a4f7-a5f47dab3d6a,200.0,,3.0.3,50.0,0.9997754000000001,ponme la 1,"{""score"":0.9997754,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9997754}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""la 1"",""label"":"""",""canon"":""la 1"",""start_index"":6,""end_index"":10,""score"":1}]}",tv.display,la 1,8cc41f8d-a75a-d47a-ea86-605811367ae5,305
127660,691096,2019-02-27T10:16:07.587Z,nlp-recognizer,0140394d-f0e5-600f-3ec3-6350bc65bebf,movistar-home,d1af1cfa-96c0-5fc8-b21d-4e0c4426c0a9,200.0,,3.0.3,107.0,0.970754743,SU AL CANAL,"{""score"":0.970754743,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.970754743}],""entities"":[]}",tv.none,,97de02f1-cd8b-f3b7-2a6a-9898a5763038,169
1069387,59675,2019-03-04T13:14:56.805Z,nlp-recognizer,689a96e8-0c09-97b4-86c4-b5ca740ac692,movistar-plus,9cfd3939-d3e1-5897-b1f6-825eb4679c82,200.0,,3.0.3,18.0,,ponte vídeos porno,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,81d73f40-fb12-bc0b-8e85-1979b5e676bc,16
470998,1037974,2019-01-30T21:42:33.009Z,nlp-recognizer,603c8872-d64b-1a4a-befb-8f7bd097f9a2,movistar-home,2279d58a-b730-5eb7-b597-0ff7ea816c95,200.0,,3.0.3,50.0,0.938454032,SE LA MOSTRARÉ NO JUGARON ASÍ,"{""score"":0.938454032,""intent"":""tef.int.es_ES.mh.communications.ignore_calls"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.ignore_calls"",""score"":0.938454032}],""entities"":[]}",communications.ignore_calls,,0406a9e7-9995-a9b6-cc75-54edd2c36662,245
421805,768365,2019-01-23T06:25:50.100Z,nlp-recognizer,c3137a78-4256-4b19-8666-769a300548ce,movistar-plus,6805388b-09eb-53cf-a4a3-0fd1591640c0,200.0,,3.0.3,178.0,0.99793005,ver el santo,"{""score"":0.99793005,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.99793005}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""el santo"",""label"":"""",""canon"":""el santo"",""start_index"":4,""end_index"":12,""score"":0.8286830073138695}]}",tv.display,el santo,732acc3f-9a1a-7af8-9ae9-520dda6d99be,182
1194031,392931,2019-03-18T07:08:46.605Z,nlp-recognizer,b9c139bf-711c-6230-5295-42e7c9b48d2d,movistar-home,c5147f13-acc9-5d9c-b631-4875366b4aea,200.0,,3.0.3,40.0,1.0,ENCIENDE LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.on"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.on"",""score"":1}],""entities"":[]}",tv.on,,99e49169-2d22-168e-b0f3-3fbb0f1d56bf,102
1302325,1440088,2019-03-30T18:53:00.706Z,nlp-recognizer,29707b07-e7e8-51fe-d382-05534b587de1,movistar-plus,da6fc96c-78a4-519d-8631-783d707196ad,200.0,,3.0.3,61.0,0.345150054,Movistar partidazo próximamente ,"{""score"":0.345150054,""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.345150054}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""Movistar partidazo"",""label"":"""",""canon"":""movistar partidazo"",""start_index"":0,""end_index"":18,""score"":0.9999999999998929}]}",tv.content_get_info,Movistar partidazo,94d9c2f1-35b5-88f8-0c0d-3d7e1134bca4,383
407578,690233,2019-01-20T14:01:29.113Z,nlp-recognizer,13cab9ad-04ed-aaa1-a07f-d30c64bcf532,movistar-plus,7bfa5171-b08d-5fd0-b0c9-4fbbada76a24,200.0,,3.0.3,45.0,0.998612642,Laura pon el canal Movistar estrenos,"{""score"":0.998612642,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.998612642}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""Movistar estrenos"",""label"":"""",""canon"":""movistar estrenos"",""start_index"":19,""end_index"":36,""score"":0.9999999999999996}]}",tv.display,Movistar estrenos,d8c4396b-589c-a6e1-028f-0f50dcd2a39c,163
756669,94666,2018-12-15T11:21:27.228Z,nlp-recognizer,2e048d28-f48f-0df2-9aad-087a41b505d9,movistar-home,4d7cb123-8d47-5729-9054-1d06a99335b0,200.0,,3.0.2,18.0,1.0,LLAMA A VUELOS,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""VUELOS"",""label"":"""",""canon"":""vuelos"",""start_index"":8,""end_index"":14,""score"":1}]}",communications.call_by_name,VUELOS,bc49eed4-44c9-33e3-ec35-4dfdd55ee747,23
478188,1076278,2019-01-01T15:06:39.769Z,nlp-recognizer,44913d24-c670-be79-face-b985c23247e7,movistar-home,ec8f29f3-3369-55d4-826b-72325696b29c,200.0,,3.0.3,16.0,1.0,AÑADIR CONTACTO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.add_contact"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.add_contact"",""score"":1}],""entities"":[]}",communications.add_contact,,a7f458b7-c2a3-ed68-00af-806075eca76c,255
964926,661451,2018-12-27T12:32:01.351Z,nlp-recognizer,605e21db-d82f-b87d-c446-1cb43a4afc1f,movistar-home,d31966de-77fe-5553-b726-0e8b7faff071,200.0,,3.0.3,51.0,0.982422531,peliculas,"{""score"":0.982422531,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.982422531}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""peliculas"",""label"":""CN"",""canon"":""peliculas"",""start_index"":0,""end_index"":9,""score"":0.9999999999999993}]}",tv.search,peliculas,39b955a8-98c4-bd5b-eaf6-b5899d5792eb,145
1083747,830848,2019-03-06T06:29:14.383Z,nlp-recognizer,32a4ed91-9fed-2776-3daa-d5f716eab686,movistar-home,fd7a12de-930b-511e-b474-7d797eb7242f,200.0,,3.0.3,81.0,0.828372955,QUIERO VER A AGENTES DE SIL,"{""score"":0.828372955,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.828372955}],""entities"":[]}",tv.none,,83378ad0-2420-7bda-c582-7338252b51d2,218
517925,1280927,2019-01-07T06:14:45.103Z,nlp-recognizer,d568550a-6af2-5760-838a-d3173ce06643,movistar-plus,eea295df-7020-5519-bee3-3324be35e009,200.0,,3.0.3,20.0,,razón,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,6ad742d7-0568-436d-b767-7376d4790d9d,303
322114,237040,2019-01-06T21:42:43.671Z,nlp-recognizer,eebb1d62-0339-dab8-3eb1-a55f28c19a5f,movistar-home,4c57eb07-6958-550a-9d49-9d3ef4fc4a33,200.0,,3.0.3,60.0,0.8452099559999999,Y VER LO MEJOR QUE EL ORIGINAL NOMBRE,"{""score"":0.845209956,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.845209956}],""entities"":[{""type"":""tef.audiovisual_best"",""entity"":""MEJOR"",""label"":"""",""canon"":""mejor"",""start_index"":9,""end_index"":14,""score"":0.5479292275906424},{""type"":""tef.audiovisual_tvseries_title"",""entity"":""EL ORIGINAL NOMBRE"",""label"":"""",""canon"":""el original nombre"",""start_index"":19,""end_index"":37,""score"":0.13907496882136638}]}",tv.display,"MEJOR,EL ORIGINAL NOMBRE",ecdb770a-7fb0-eb36-6524-430702ce648e,52
